line_name,delta_power,label
LI_24,2.076921317253401,0
LI_25,-2.0888935474959,0
LI_26,-2.320900985570013,0
LI_27,-2.330888721331121,0
LI_28,-3.00591185347605,0
LI_29,0.26201395716721265,0
LI_30,1.0932789783539647,0
LI_31,-1.7235869377375366,0
LI_32,-1.7227333664540083,0
LI_33,-1.736764783883018,0
TRF_0,-1.059837091726024,0
TRF_1,-6.750155989720952e-13,0
TRF_2,-2.755576438489925,0
TRF_3,0.7767779320065922,0
TRF_4,0.7768795897023111,0
TRF_5,2.138075745587969,0
TRF_6,-2.6681515531220157,0
TRF_7,-2.1444690668500925,0
TRF_8,-2.755576438489925,0
TRF_9,-2.368530934753153,0
TRF_10,-2.282995220955968,0
TRF_11,-3.498986069782859,0
LI_0,-0.009234264068027187,0
LI_1,-0.009329095773864537,0
LI_2,-0.24585170683576507,0
LI_3,-0.2745737100522092,0
LI_4,-0.20370064267410726,0
LI_5,-0.4530384720451366,0
LI_6,0.1816546400800121,0
LI_7,0.18124808479441867,0
LI_8,0.20276820811190532,0
LI_9,0.2488630726689962,0
LI_10,0.8016945433350315,0
LI_11,0.3036821929838993,0
LI_12,0.10071081375531321,0
LI_13,-0.13771747979780002,0
LI_14,0.13778906147501857,0
LI_15,0.44264576337400285,0
LI_16,0.3971175496488968,0
LI_17,-0.24147906252301254,0
LI_18,-0.5638371078689488,0
LI_19,0.5505983655368993,0
LI_20,-0.5513794657770177,0
LI_21,0.04077390843711726,0
LI_22,-0.2887424719260707,0
LI_23,-0.1808707245839969,0
LI_24,0.12568050413960208,0
LI_25,-0.12640296878407753,0
LI_26,-0.14045207907199853,0
LI_27,-0.1410538979089324,0
LI_28,-0.18189233295800022,0
LI_29,0.015855216904398617,0
LI_30,0.0661612051860061,0
LI_31,-0.10429961239046293,0
LI_32,-0.10424923850399637,0
LI_33,-0.10509440049793284,0
TRF_0,-0.06413161103398579,0
TRF_1,5.080380560684716e-13,0
TRF_2,-0.16674218868706703,0
TRF_3,0.047014526643113896,0
TRF_4,0.04702100538759879,0
TRF_5,0.12937917045201175,0
TRF_6,-0.16145320254008766,0
TRF_7,-0.12976453849501013,0
TRF_8,-0.16674218868593016,0
TRF_9,-0.1433222934490459,0
TRF_10,-0.13814644353101357,0
TRF_11,-0.21172816188618526,0
LI_0,-0.01443371960795048,0
LI_1,-0.014581936345052782,0
LI_2,-0.384448907884007,0
LI_3,-0.42935760031491554,0
LI_4,-0.3185343156877991,0
LI_5,-0.7084375591139178,0
LI_6,0.2840635327440282,0
LI_7,0.28342721999629816,0
LI_8,0.31707898754279995,0
LI_9,0.38916181667195815,0
LI_10,1.2536588615370192,0
LI_11,0.47488523136206595,0
LI_12,0.15748792645069898,0
LI_13,-0.2153574572120931,0
LI_14,0.21546962139098014,0
LI_15,0.6921931950480484,0
LI_16,0.6209995943011108,0
LI_17,-0.3776139084529859,0
LI_18,-0.8817034570450346,0
LI_19,0.8609933682416226,0
LI_20,-0.8622063777950189,0
LI_21,0.06376230968437824,0
LI_22,-0.45151363419199697,0
LI_23,-0.2828314187779597,0
LI_24,0.1965294909335995,0
LI_25,-0.19765876626797763,0
LI_26,-0.219629873155597,0
LI_27,-0.2205703639690455,0
LI_28,-0.28442828963898137,0
LI_29,0.024793166394189825,0
LI_30,0.10345867272502574,0
LI_31,-0.16309578958490079,0
LI_32,-0.1630173111149702,0
LI_33,-0.1643380140650379,0
TRF_0,-0.10028357276001998,0
TRF_1,2.1316282072803006e-14,0
TRF_2,-0.2607372891768591,0
TRF_3,0.07351985974598008,0
TRF_4,0.07353006554713915,0
TRF_5,0.2023127322070195,0
TRF_6,-0.2524670875779975,0
TRF_7,-0.2029149957379559,0
TRF_8,-0.260737289177996,0
TRF_9,-0.2241153684501569,0
TRF_10,-0.21602181034995738,0
TRF_11,-0.33108291418784574,0
LI_0,-0.01253646745004744,0
LI_1,-0.01266519083003459,0
LI_2,-0.33408098957193033,0
LI_3,-0.3731009466039268,0
LI_4,-0.2768009396222908,0
LI_5,-0.615624574163121,0
LI_6,0.2468497548049413,0
LI_7,0.24629624801579553,0
LI_8,0.2755390130875952,0
LI_9,0.3381803056170156,0
LI_10,1.0894272763219988,0
LI_11,0.4126732120780616,0
LI_12,0.13685698123077827,0
LI_13,-0.18714544094950725,0
LI_14,0.18724313678899307,0
LI_15,0.6015155400478989,0
LI_16,0.5396500694369024,0
LI_17,-0.32814413285905175,0
LI_18,-0.7661955875639705,0
LI_19,0.748190757970363,0
LI_20,-0.7492364961559588,0
LI_21,0.05541097552040242,0
LI_22,-0.3923539786379706,0
LI_23,-0.24577284871003258,0
LI_24,0.17077900668120094,0
LI_25,-0.17175986270194699,0
LI_26,-0.19085434753630182,0
LI_27,-0.19167102800201974,0
LI_28,-0.24715985243199157,0
LI_29,0.021544615224911468,0
LI_30,0.08990376351198393,0
LI_31,-0.141726080807274,0
LI_32,-0.14165817463799613,0
LI_33,-0.14280494330603233,0
TRF_0,-0.08714331612998194,0
TRF_1,-4.263256414560601e-14,0
TRF_2,-0.2265726219370663,0
TRF_3,0.06388898720020486,0
TRF_4,0.06389792991377874,0
TRF_5,0.1758040489199857,0
TRF_6,-0.2193863367897393,0
TRF_7,-0.17632705818095928,0
TRF_8,-0.2265726219361568,0
TRF_9,-0.19474943146485657,0
TRF_10,-0.1877163773170878,0
TRF_11,-0.2877011623720591,0
LI_0,-0.00967163565400142,0
LI_1,-0.009770936283985066,0
LI_2,-0.2578427108010146,0
LI_3,-0.28795495092595047,0
LI_4,-0.21363341098060573,0
LI_5,-0.4751383194669643,0
LI_6,0.1905193796770277,0
LI_7,0.1900918290612026,0
LI_8,0.21266119836879227,0
LI_9,0.2610089998750027,0
LI_10,0.840825853768024,0
LI_11,0.3185026617940139,0
LI_12,0.10562712345242176,0
LI_13,-0.14443999256090478,0
LI_14,0.14451553803399975,0
LI_15,0.46425352932601527,0
LI_16,0.4165064667899969,0
LI_17,-0.25326235767090566,0
LI_18,-0.5913519204110003,0
LI_19,0.5774507254659085,0
LI_20,-0.5782525138240544,0
LI_21,0.042767540551295724,0
LI_22,-0.3028142140780119,0
LI_23,-0.18968427317798842,0
LI_24,0.13180513139840144,0
LI_25,-0.13256185487705352,0
LI_26,-0.14730011672180154,0
LI_27,-0.14793005093395095,0
LI_28,-0.19075434162004967,0
LI_29,0.016627868201297247,0
LI_30,0.06938717372298697,0
LI_31,-0.10938249840842218,0
LI_32,-0.10933027336704981,0
LI_33,-0.11021477088593201,0
TRF_0,-0.0672558218320205,0
TRF_1,-3.979039320256561e-13,0
TRF_2,-0.1748651367649927,0
TRF_3,0.04931009642636908,0
TRF_4,0.04931704543876947,0
TRF_5,0.135683115075949,0
TRF_6,-0.1693190440842045,0
TRF_7,-0.13608654971699252,0
TRF_8,-0.1748651367659022,0
TRF_9,-0.15030458426201676,0
TRF_10,-0.14487658328596353,0
TRF_11,-0.22204340657594912,0
LI_0,-0.007345761912972648,0
LI_1,-0.007421178321919797,0
LI_2,-0.19589737784917816,0
LI_3,-0.21877342101811337,0
LI_4,-0.16230870208750048,0
LI_5,-0.3609895220180306,0
LI_6,0.14474897650802632,0
LI_7,0.14442393546190146,0
LI_8,0.16157107066331378,0
LI_9,0.19830440647700698,0
LI_10,0.6388272471450023,0
LI_11,0.24198567689995798,0
LI_12,0.08025153658971362,0
LI_13,-0.10974004618438471,0
LI_14,0.10979752618999328,0
LI_15,0.3527223794250176,0
LI_16,0.31644659829999,0
LI_17,-0.19241841710004337,0
LI_18,-0.4492853746630203,0
LI_19,0.43872087992480147,0
LI_20,-0.43932695101398167,0
LI_21,0.03249375209939842,0
LI_22,-0.23006272685393014,0
LI_23,-0.14411219631398353,0
LI_24,0.10013872270459245,0
LI_25,-0.10071347372593209,0
LI_26,-0.11191164167620116,0
LI_27,-0.11239001782098512,0
LI_28,-0.14492494378691845,0
LI_29,0.012632994308503953,0
LI_30,0.05271711247104349,0
LI_31,-0.08310319890819073,0
LI_32,-0.08306362823600466,0
LI_33,-0.08373529503705868,0
TRF_0,-0.05109731200599299,0
TRF_1,7.496225862269057e-13,0
TRF_2,-0.13285301121391058,0
TRF_3,0.037464055721128986,0
TRF_4,0.03746936267329204,0
TRF_5,0.10308485002502721,0
TRF_6,-0.12863948951508064,0
TRF_7,-0.10339123216908774,0
TRF_8,-0.13285301121391058,0
TRF_9,-0.11419328618592317,0
TRF_10,-0.11006938542800526,0
TRF_11,-0.1686966302440851,0
LI_0,-0.005693276818021786,0
LI_1,-0.005751725354116388,0
LI_2,-0.15186546238874143,0
LI_3,-0.16959852567606504,0
LI_4,-0.12582627241320665,0
LI_5,-0.27985017366791,0
LI_6,0.11221421472197335,0
LI_7,0.11196211014700452,0
LI_8,0.12525503930768878,0
LI_9,0.15373230650897085,0
LI_10,0.49524099550399114,0
LI_11,0.18759541643601096,0
LI_12,0.06221382780489648,0
LI_13,-0.0850743292951961,0
LI_14,0.0851189393690106,0
LI_15,0.2734428064400163,0
LI_16,0.24532092537208428,0
LI_17,-0.14916905509699063,0
LI_18,-0.34830089856097857,0
LI_19,0.3401092113410016,0
LI_20,-0.34057721861597656,0
LI_21,0.025190648478400135,0
LI_22,-0.1783502716430121,0
LI_23,-0.11171919407399855,0
LI_24,0.07762995732410616,0
LI_25,-0.07807541819602193,0
LI_26,-0.08675698241629703,0
LI_27,-0.08712770325803376,0
LI_28,-0.11234911582801033,0
LI_29,0.009793402394890904,0
LI_30,0.04086777380598505,0
LI_31,-0.06442362741501029,0
LI_32,-0.0643930149739731,0
LI_33,-0.06491351203294471,0
TRF_0,-0.03961176191199911,0
TRF_1,1.8829382497642655e-13,0
TRF_2,-0.10299058097416491,0
TRF_3,0.02904351319340215,0
TRF_4,0.029047643581620264,0
TRF_5,0.07991376891902746,0
TRF_6,-0.09972422410487525,0
TRF_7,-0.0801512085270133,0
TRF_8,-0.10299058097211855,0
TRF_9,-0.08852517820798766,0
TRF_10,-0.0853282388311527,0
TRF_11,-0.13077742606196807,0
LI_0,-0.004554933925987825,0
LI_1,-0.004601694470011353,0
LI_2,-0.12152378011319342,0
LI_3,-0.1357131926308739,0
LI_4,-0.10068688526428105,0
LI_5,-0.22393825608696716,0
LI_6,0.08979490496102471,0
LI_7,0.08959309170728602,0
LI_8,0.10023015624470588,0
LI_9,0.12301817039701746,0
LI_10,0.3962972046269897,0
LI_11,0.1501157213069746,0
LI_12,0.04978421581068915,0
LI_13,-0.068077428985589,0
LI_14,0.06811315763599168,0
LI_15,0.2188120249129497,0
LI_16,0.19630881781893095,0
LI_17,-0.11936646539402318,0
LI_18,-0.2787137251140166,0
LI_19,0.27215756218592446,0
LI_20,-0.27253090921692547,0
LI_21,0.020158063342705645,0
LI_22,-0.14271636137505084,0
LI_23,-0.08939792238800237,0
LI_24,0.062119674293299454,0
LI_25,-0.06247607022396551,0
LI_26,-0.06942337579810243,0
LI_27,-0.06971994702405482,0
LI_28,-0.08990189937003379,0
LI_29,0.007836703604880313,0
LI_30,0.03270261161401322,0
LI_31,-0.0515519504878057,0
LI_32,-0.0515274944129942,0
LI_33,-0.051943874545031576,0
TRF_0,-0.03169735646201843,0
TRF_1,-1.0267342531733448e-12,0
TRF_2,-0.08241312679797375,0
TRF_3,0.023240984236850837,0
TRF_4,0.023244299643856436,0
TRF_5,0.06394712439197292,0
TRF_6,-0.07979942247106919,0
TRF_7,-0.06413707679598701,0
TRF_8,-0.08241312680002011,0
TRF_9,-0.07083791960303643,0
TRF_10,-0.06827972631288048,0
TRF_11,-0.1046482290601034,0
LI_0,42.91641159827998,0
LI_1,43.431775874894015,0
LI_2,-42.67624511188501,0
LI_3,23.31904751440493,0
LI_4,-19.290963569755604,0
LI_5,-28.364882009258054,0
LI_6,51.48129098568296,1
LI_7,51.34608478266671,1
LI_8,368.2686779921589,1
LI_9,-255.2367570273001,1
LI_10,-412.577897687225,1
LI_11,355.3306795935181,1
LI_12,-13.510530595998205,0
LI_13,-55.01438845866163,1
LI_14,55.057356495653096,1
LI_15,411.842511625106,1
LI_16,376.74716105118705,1
LI_17,-41.99865634911896,0
LI_18,-376.7376645726579,1
LI_19,-72.27018128592142,1
LI_20,72.43419563572593,1
LI_21,71.14107267558789,1
LI_22,0.7443725177899978,0
LI_23,0.45891782924599056,0
LI_24,-0.33709927705470477,0
LI_25,0.3437379712698885,0
LI_26,19.851132251014207,0
LI_27,19.93973510609203,0
LI_28,0.4699107521470296,0
LI_29,-0.031577167576884335,0
LI_30,19.592425186713967,0
LI_31,0.3044797460823929,0
LI_32,0.25319631187801406,0
LI_33,0.30726106188990343,0
TRF_0,0.17220833362000576,0
TRF_1,6.075140390748857e-13,0
TRF_2,0.4477416674101278,0
TRF_3,36.975336419300085,0
TRF_4,36.992701797316386,0
TRF_5,-0.33889959788695023,0
TRF_6,0.42898105296808353,0
TRF_7,0.34442895018810304,0
TRF_8,0.4477416674101278,0
TRF_9,0.3832792862090173,0
TRF_10,0.3692775082600974,0
TRF_11,0.5679985322760785,0
LI_0,0.026235099958057617,0
LI_1,0.026565796015006526,0
LI_2,-0.11498965611679068,0
LI_3,-0.07962746984799196,0
LI_4,-0.08412408349460065,0
LI_5,-0.1768421011920509,0
LI_6,0.09814283960002967,0
LI_7,0.09787247395159682,0
LI_8,0.3196420383679879,0
LI_9,0.14278255186500388,0
LI_10,0.0,0
LI_11,0.34668945209591584,0
LI_12,0.026201347935284502,0
LI_13,-0.08555289318930193,0
LI_14,0.08562838562687602,0
LI_15,0.4342584624939718,0
LI_16,0.3951617948318926,0
LI_17,-0.11308748482804276,0
LI_18,-0.45369856254578167,0
LI_19,0.1427044577959009,0
LI_20,-0.14302847515102712,0
LI_21,0.06234665217539259,0
LI_22,-0.10009259080902666,0
LI_23,-0.06270257644598587,0
LI_24,0.04355979537390198,0
LI_25,-0.04380798036197575,0
LI_26,-0.03546155042350563,0
LI_27,-0.03562262235197977,0
LI_28,-0.06305275909301145,0
LI_29,0.005501283186504224,0
LI_30,0.03634253286799094,0
LI_31,-0.036134420041378235,0
LI_32,-0.036149519757998405,0
LI_33,-0.03640929921891711,0
TRF_0,-0.02222780782398104,0
TRF_1,-8.881784197001252e-14,0
TRF_2,-0.05779230033999738,0
TRF_3,0.04155635991259743,0
TRF_4,0.04158853251969674,0
TRF_5,0.04484682508092419,0
TRF_6,-0.05596128251409027,0
TRF_7,-0.04497800873207325,0
TRF_8,-0.05779230033999738,0
TRF_9,-0.04967577360002906,0
TRF_10,-0.04788224721403367,0
TRF_11,-0.0733845258009751,0
LI_0,0.02312775512996268,0
LI_1,0.023419294038035332,0
LI_2,-0.10136656588315418,0
LI_3,-0.07019272254296993,0
LI_4,-0.07415734228661108,0
LI_5,-0.1558900130329448,0
LI_6,0.08651534593298038,0
LI_7,0.08627694148690068,0
LI_8,0.28177164232295127,0
LI_9,0.1258656806155969,0
LI_10,0.0,0
LI_11,0.3056154374660309,0
LI_12,0.023097503242013318,0
LI_13,-0.07541738273198462,0
LI_14,0.07548396698700799,0
LI_15,0.38281082105800124,0
LI_16,0.3483468362421718,0
LI_17,-0.09968998905594617,0
LI_18,-0.3999486584669114,0
LI_19,0.125796608918602,0
LI_20,-0.12608198288398853,0
LI_21,0.054960284660808156,0
LI_22,-0.08823353551088076,0
LI_23,-0.055273497033056174,0
LI_24,0.03839878155260834,0
LI_25,-0.03861753763794695,0
LI_26,-0.0312599546569956,0
LI_27,-0.031401923261000775,0
LI_28,-0.055582156217951706,0
LI_29,0.004849487828707311,0
LI_30,0.032036827783031185,0
LI_31,-0.03185317291539036,0
LI_32,-0.03186650839001004,0
LI_33,-0.032095454071964014,0
TRF_0,-0.01959420758799979,0
TRF_1,3.019806626980426e-13,0
TRF_2,-0.050944939730015903,0
TRF_3,0.036633129447004364,0
TRF_4,0.03666151473630208,0
TRF_5,0.03953330298907076,0
TRF_6,-0.0493308790798892,0
TRF_7,-0.0396489256949053,0
TRF_8,-0.050944939730015903,0
TRF_9,-0.043790083642988975,0
TRF_10,-0.04220905818306164,0
TRF_11,-0.06468978206498832,0
LI_0,0.020875213873978282,0
LI_1,0.02113836722594442,0
LI_2,-0.09149121457903675,0
LI_3,-0.0633535563310943,0
LI_4,-0.06693249830469483,0
LI_5,-0.14070185274704272,0
LI_6,0.07808665061298825,0
LI_7,0.07787141589089686,0
LI_8,0.2543194460640166,0
LI_9,0.11360269703191506,0
LI_10,0.0,0
LI_11,0.27584093560301426,0
LI_12,0.02084753185891941,0
LI_13,-0.06807016397260668,0
LI_14,0.06813029006804072,0
LI_15,0.34551647704893185,0
LI_16,0.3144107042460291,0
LI_17,-0.08997816644807699,0
LI_18,-0.36098540994228756,0
LI_19,0.11354016971159808,0
LI_20,-0.11379753573601192,0
LI_21,0.04960596284760754,0
LI_22,-0.07963696669310139,0
LI_23,-0.049888195635958255,0
LI_24,0.034657589132891076,0
LI_25,-0.034855012769071436,0
LI_26,-0.028214238512489942,0
LI_27,-0.02834235955697295,0
LI_28,-0.05016675526405834,0
LI_29,0.004377004666494599,0
LI_30,0.02891564295396165,0
LI_31,-0.02874971885415789,0
LI_32,-0.028761774990982758,0
LI_33,-0.02896837040907485,0
TRF_0,-0.017685124731997348,0
TRF_1,-5.719869022868806e-13,0
TRF_2,-0.04598132430601254,0
TRF_3,0.03306428451949728,0
TRF_4,0.03308992395579935,0
TRF_5,0.03568155844499188,0
TRF_6,-0.04452453451017391,0
TRF_7,-0.035785901430017475,0
TRF_8,-0.04598132430601254,0
TRF_9,-0.039523578062016895,0
TRF_10,-0.03809659339492555,0
TRF_11,-0.05838700806793895,0
LI_0,0.019162383366051472,0
LI_1,0.01940395230701597,0
LI_2,-0.08398217414094233,0
LI_3,-0.05815326102083418,0
LI_4,-0.06143889474320474,0
LI_5,-0.12915295945992966,0
LI_6,0.07167770600904078,0
LI_7,0.07148008930840888,0
LI_8,0.23344520904697674,0
LI_9,0.10427815697698861,0
LI_10,0.0,0
LI_11,0.253200862539984,0
LI_12,0.019136700367482717,0
LI_13,-0.06248346124939985,0
LI_14,0.06253867646597655,0
LI_15,0.3171584368101321,0
LI_16,0.2886061900808272,0
LI_17,-0.08259346887393804,0
LI_18,-0.331358388254813,0
LI_19,0.10422060723740145,0
LI_20,-0.10445667804799541,0
LI_21,0.04553470506610324,0
LI_22,-0.07310033326291432,0
LI_23,-0.04579333630999827,0
LI_24,0.03181287242990294,0
LI_25,-0.03199407551096556,0
LI_26,-0.025898342623811743,0
LI_27,-0.026015934394990836,0
LI_28,-0.04604900913602705,0
LI_29,0.004017739315102631,0
LI_30,0.026542368443017494,0
LI_31,-0.026389923755147038,0
LI_32,-0.026401006955040884,0
LI_33,-0.02659060807991409,0
TRF_0,-0.016233502171985492,0
TRF_1,3.588240815588506e-13,0
TRF_2,-0.04220710564209185,0
TRF_3,0.030350591444999964,0
TRF_4,0.030374142837395368,0
TRF_5,0.03275278057395781,0
TRF_6,-0.04086990089081155,0
TRF_7,-0.032848546824084224,0
TRF_8,-0.04220710564209185,0
TRF_9,-0.03627942560501651,0
TRF_10,-0.03496957000504608,0
TRF_11,-0.053594524013078626,0
LI_0,0.017780739118052225,0
LI_1,0.018004896963020656,0
LI_2,-0.07792535155908809,0
LI_3,-0.053958827714041036,0
LI_4,-0.0570077976729948,0
LI_5,-0.11983743593600593,0
LI_6,0.06650836709297892,0
LI_7,0.06632496185019932,0
LI_8,0.21660784437602842,0
LI_9,0.09675697322580135,0
LI_10,0.0,0
LI_11,0.23493916911900214,0
LI_12,0.017756745878216407,0
LI_13,-0.0579771884013951,0
LI_14,0.05802844192299972,0
LI_15,0.2942845802458578,0
LI_16,0.2677920164039733,0
LI_17,-0.07663693808001426,0
LI_18,-0.30746100071380056,0
LI_19,0.09670344190019975,0
LI_20,-0.09692233983594178,0
LI_21,0.042250932702387445,0
LI_22,-0.06782793540196508,0
LI_23,-0.042490454901042085,0
LI_24,0.029518346180800847,0
LI_25,-0.02968646624901794,0
LI_26,-0.024030353965599716,0
LI_27,-0.024139453183011028,0
LI_28,-0.04272766791598315,0
LI_29,0.0037279586452001467,0
LI_30,0.024628107052990345,0
LI_31,-0.024486531488719265,0
LI_32,-0.024496829528004582,0
LI_33,-0.024672724042034133,0
TRF_0,-0.01506263513005024,0
TRF_1,-1.9895196601282805e-13,0
TRF_2,-0.03916285134187092,0
TRF_3,0.028161703343904776,0
TRF_4,0.02818357013310191,0
TRF_5,0.030390451538039542,0
TRF_6,-0.03792210270603391,0
TRF_7,-0.0304793001349708,0
TRF_8,-0.03916285134187092,0
TRF_9,-0.033662718322943874,0
TRF_10,-0.03244733808617184,0
TRF_11,-0.049728944782827966,0
LI_0,0.016602008056906925,0
LI_1,0.01681131154691684,0
LI_2,-0.0727585397249868,0
LI_3,-0.05038097253805063,0
LI_4,-0.05322792622490624,0
LI_5,-0.11189055798195113,0
LI_6,0.06209885148302874,0
LI_7,0.061927570845796254,0
LI_8,0.20224444336702163,0
LI_9,0.09034102854820247,0
LI_10,0.0,0
LI_11,0.21936073396398115,0
LI_12,0.016579579409608414,0
LI_13,-0.05413305793840095,0
LI_14,0.05418093086302633,0
LI_15,0.2747716617941478,0
LI_16,0.2500361168820291,0
LI_17,-0.07155567380800676,0
LI_18,-0.28707500184559365,0
LI_19,0.09029093181150571,0
LI_20,-0.09049518780307153,0
LI_21,0.039449877444496906,0
LI_22,-0.06333040715617244,0
LI_23,-0.03967298947395648,0
LI_24,0.027561040412400928,0
LI_25,-0.02771800093398724,0
LI_26,-0.022436891117401103,0
LI_27,-0.02253874642701703,0
LI_28,-0.03989445664194591,0
LI_29,0.0034807661893978548,0
LI_30,0.022995183605019065,0
LI_31,-0.022862875795595983,0
LI_32,-0.022872503318012605,0
LI_33,-0.023036707269056933,0
TRF_0,-0.014063848047953798,0
TRF_1,1.8118839761882555e-13,0
TRF_2,-0.03656600492399775,0
TRF_3,0.026294438895398287,0
TRF_4,0.02631486790760107,0
TRF_5,0.028375308341992422,0
TRF_6,-0.0354075360319257,0
TRF_7,-0.028458256487056133,0
TRF_8,-0.03656600492217876,0
TRF_9,-0.03143058302407553,0
TRF_10,-0.030295793294840223,0
TRF_11,-0.04643148136301534,0
LI_0,0.015553389963997688,0
LI_1,0.015749478375028048,0
LI_2,-0.06816276244717301,0
LI_3,-0.047198881694839656,0
LI_4,-0.04986595848230024,0
LI_5,-0.10482164974700936,0
LI_6,0.05817700276196547,0
LI_7,0.05801650852309592,0
LI_8,0.18946821026207772,0
LI_9,0.08463424124369823,0
LI_10,0.0,0
LI_11,0.20550375358993733,0
LI_12,0.01553253316828318,0
LI_13,-0.050713743085793794,0
LI_14,0.050758607636964825,0
LI_15,0.25741496973910216,0
LI_16,0.23424225202825255,0
LI_17,-0.06703598016201795,0
LI_18,-0.2689417990801104,0
LI_19,0.08458720828299349,0
LI_20,-0.0847784504359197,0
LI_21,0.03695867267171593,0
LI_22,-0.05933012569096263,0
LI_23,-0.03716702400703298,0
LI_24,0.025820134880000012,0
LI_25,-0.02596717055598674,0
LI_26,-0.02101959040700052,0
LI_27,-0.021115003382988107,0
LI_28,-0.03737448747904182,0
LI_29,0.003260903274906468,0
LI_30,0.021542803410000033,0
LI_31,-0.021418731923091627,0
LI_32,-0.021427762060966415,0
LI_33,-0.02158157010399009,0
TRF_0,-0.013175488054002926,0
TRF_1,-1.9184653865522705e-13,0
TRF_2,-0.0342562689420447,0
TRF_3,0.02463351571800132,0
TRF_4,0.024652664906703592,0
TRF_5,0.02658296064004162,0
TRF_6,-0.033170982309002284,0
TRF_7,-0.026660661384994455,0
TRF_8,-0.03425626894386369,0
TRF_9,-0.02944523501093954,0
TRF_10,-0.028382125613006792,0
TRF_11,-0.043498588720012776,0
LI_0,0.014596703298025204,0
LI_1,0.014780734744022084,0
LI_2,-0.06397084898583216,0
LI_3,-0.0442968964011925,0
LI_4,-0.04679964529148606,0
LI_5,-0.09837346745212017,0
LI_6,0.05460026089298253,0
LI_7,0.05444960678821076,0
LI_8,0.17781430585591806,0
LI_9,0.07942903398839718,0
LI_10,0.0,0
LI_11,0.19286408753509932,0
LI_12,0.014577531108074027,0
LI_13,-0.047594857470514285,0
LI_14,0.04763697651196708,0
LI_15,0.2415830538109276,0
LI_16,0.2198358282589652,0
LI_17,-0.06291345439296947,0
LI_18,-0.2524017319113909,0
LI_19,0.07938480497429978,0
LI_20,-0.07956418754497463,0
LI_21,0.034686786218685484,0
LI_22,-0.055681625138959134,0
LI_23,-0.0348814317459869,0
LI_24,0.024232323416995882,0
